ParkingID,VehicleType,EntryTime,ExitTime,ParkingFee,Floor,SlotNumber,IsReserved,Violations
1719,Bike,2023-09-17 20:41:00,2023-09-18 00:32:00,322.02,3,45,1,0
1720,Car,2023-09-21 15:46:00,2023-09-21 17:00:00,90.97,3,50,0,1
1721,Bike,2023-02-14 23:38:00,2023-02-15 02:37:00,149.57,2,23,1,0
1722,Truck,2023-08-09 11:20:00,2023-08-09 13:25:00,68.43,3,31,0,2
1723,Truck,2023-07-31 04:59:00,2023-07-31 08:24:00,325.54,3,36,1,1
1724,Bike,2023-11-25 17:31:00,2023-11-25 19:30:00,163.13,2,17,0,2
1725,Bike,2023-01-31 23:04:00,2023-02-01 01:54:00,241.58,2,37,0,0
1726,Bike,2023-02-03 00:09:00,2023-02-03 00:42:00,45.87,5,3,1,1
1727,SUV,2023-02-09 00:32:00,2023-02-09 01:42:00,105.82,4,36,1,2
1728,Car,2023-01-08 06:49:00,2023-01-08 10:38:00,437.55,1,5,0,0
1729,Bike,2023-06-25 10:28:00,2023-06-25 11:14:00,66.26,1,46,0,1
1730,Bike,2023-09-11 22:06:00,2023-09-12 01:48:00,337.36,3,15,0,1
1731,Bike,2023-05-29 09:09:00,2023-05-29 12:26:00,219.82,5,49,0,2
1732,Truck,2023-11-10 08:34:00,2023-11-10 11:36:00,124.39,3,6,1,2
1733,Truck,2023-10-30 07:25:00,2023-10-30 11:03:00,259.61,1,10,0,2
1734,SUV,2023-07-22 18:33:00,2023-07-22 21:29:00,274.04,2,32,0,0
1735,Car,2023-05-15 14:00:00,2023-05-15 17:08:00,264.29,4,23,1,2
1736,SUV,2023-05-09 08:46:00,2023-05-09 10:28:00,170.92,5,48,1,2
1737,Car,2023-07-02 18:31:00,2023-07-02 19:53:00,154.0,2,17,1,2
1738,Truck,2023-09-13 08:39:00,2023-09-13 11:34:00,262.57,4,46,1,1
1739,Truck,2023-04-27 01:18:00,2023-04-27 03:30:00,213.6,5,20,1,2
1740,Truck,2023-07-22 11:44:00,2023-07-22 15:23:00,338.47,5,44,1,2
1741,SUV,2023-04-11 14:30:00,2023-04-11 16:51:00,158.8,1,41,0,0
1742,Bike,2023-06-08 17:44:00,2023-06-08 21:38:00,193.03,2,15,0,0
1743,Bike,2023-05-10 08:54:00,2023-05-10 09:26:00,56.02,5,44,0,2
1744,Truck,2023-04-21 10:56:00,2023-04-21 12:07:00,104.72,5,46,1,0
1745,Bike,2023-08-26 20:14:00,2023-08-26 21:19:00,51.8,4,22,1,0
1746,Bike,2023-08-15 00:44:00,2023-08-15 04:34:00,299.13,1,50,0,0
1747,SUV,2023-10-10 16:36:00,2023-10-10 17:25:00,87.38,3,6,0,1
1748,Car,2023-07-07 13:22:00,2023-07-07 15:34:00,119.94,1,4,1,2
1749,Truck,2023-07-31 05:05:00,2023-07-31 07:11:00,91.89,3,23,1,2
1750,Truck,2023-02-16 17:20:00,2023-02-16 20:42:00,209.55,2,44,0,2
1751,SUV,2023-09-01 18:38:00,2023-09-01 19:15:00,40.01,2,45,0,0
1752,SUV,2023-12-30 22:31:00,2023-12-31 01:28:00,123.45,5,19,0,0
1753,Bike,2023-04-28 04:29:00,2023-04-28 07:16:00,268.81,2,45,0,0
1754,Truck,2023-05-24 19:46:00,2023-05-24 21:31:00,112.11,5,31,0,1
1755,Car,2023-12-13 11:27:00,2023-12-13 13:47:00,275.42,1,44,1,0
1756,SUV,2023-06-03 00:33:00,2023-06-03 02:47:00,241.11,2,3,0,1
1757,Car,2023-11-26 07:31:00,2023-11-26 08:26:00,71.18,1,28,0,2
1758,Car,2023-08-10 16:22:00,2023-08-10 17:31:00,122.68,1,3,1,0
1759,Truck,2023-05-18 21:27:00,2023-05-19 00:03:00,257.18,2,14,0,1
1760,Truck,2023-07-24 08:58:00,2023-07-24 12:40:00,232.96,1,18,1,1
1761,SUV,2023-06-17 14:55:00,2023-06-17 17:35:00,248.06,2,27,1,0
1762,Truck,2023-09-20 16:55:00,2023-09-20 19:32:00,162.59,2,10,0,1
1763,Truck,2023-07-19 10:40:00,2023-07-19 13:30:00,312.5,2,49,0,0
1764,Truck,2023-06-12 11:27:00,2023-06-12 14:45:00,367.91,3,15,1,1
1765,Car,2023-12-19 06:53:00,2023-12-19 07:40:00,35.1,1,19,1,2
1766,SUV,2023-06-25 12:31:00,2023-06-25 13:42:00,56.38,4,9,1,2
1767,Bike,2023-01-15 10:19:00,2023-01-15 13:30:00,207.63,2,4,0,2
1768,Car,2023-01-30 03:39:00,2023-01-30 06:35:00,151.26,1,15,0,0
1769,Truck,2023-09-19 06:35:00,2023-09-19 06:52:00,20.73,5,48,0,2
1770,Car,2023-07-06 14:53:00,2023-07-06 16:24:00,104.04,2,8,0,2
1771,Truck,2023-05-17 13:27:00,2023-05-17 16:15:00,142.06,2,49,0,2
1772,Truck,2023-01-24 04:24:00,2023-01-24 05:32:00,86.66,4,1,1,0
1773,Car,2023-10-18 19:06:00,2023-10-18 20:18:00,101.25,3,7,0,1
1774,SUV,2023-01-14 23:16:00,2023-01-15 00:38:00,88.94,3,31,0,0
1775,Truck,2023-10-12 00:21:00,2023-10-12 04:16:00,273.26,2,18,1,0
1776,SUV,2023-08-30 21:48:00,2023-08-31 00:58:00,265.96,1,12,0,2
1777,Bike,2023-12-16 14:49:00,2023-12-16 15:34:00,89.84,5,48,0,1
1778,Truck,2023-05-05 20:02:00,2023-05-05 21:45:00,174.68,5,30,0,2
1779,SUV,2023-01-27 13:46:00,2023-01-27 15:54:00,217.34,1,33,1,2
1780,SUV,2023-06-17 17:25:00,2023-06-17 17:43:00,35.65,2,47,1,0
1781,Bike,2023-07-11 18:05:00,2023-07-11 20:31:00,273.96,5,7,0,0
1782,SUV,2023-09-04 03:09:00,2023-09-04 03:33:00,21.87,3,28,0,0
1783,SUV,2023-11-27 20:48:00,2023-11-27 22:34:00,63.07,1,49,0,2
1784,Bike,2023-09-22 01:17:00,2023-09-22 03:41:00,242.15,4,3,1,1
1785,Truck,2023-01-09 02:26:00,2023-01-09 02:50:00,27.71,2,43,1,1
1786,SUV,2023-06-30 12:52:00,2023-06-30 13:38:00,69.74,1,6,0,2
1787,SUV,2023-07-29 14:30:00,2023-07-29 18:11:00,368.17,5,31,0,1
1788,SUV,2023-10-12 04:48:00,2023-10-12 08:14:00,393.08,2,38,0,2
1789,Car,2023-01-07 23:14:00,2023-01-08 02:59:00,156.96,3,15,0,1
1790,Bike,2023-06-16 17:06:00,2023-06-16 18:18:00,91.59,2,7,1,2
1791,Car,2023-10-03 03:43:00,2023-10-03 03:58:00,7.64,2,43,1,1
1792,Bike,2023-02-15 00:39:00,2023-02-15 00:56:00,29.5,3,30,0,0
1793,Truck,2023-06-21 20:44:00,2023-06-21 21:55:00,54.28,3,27,1,0
1794,Truck,2023-01-14 00:17:00,2023-01-14 02:42:00,109.16,2,17,1,0
1795,SUV,2023-11-15 01:47:00,2023-11-15 05:43:00,339.0,3,18,0,0
1796,Bike,2023-07-27 17:44:00,2023-07-27 18:27:00,38.56,1,22,0,2
1797,Truck,2023-05-05 03:03:00,2023-05-05 04:21:00,111.22,3,26,0,1
1798,Bike,2023-10-20 18:46:00,2023-10-20 20:44:00,61.48,3,27,0,2
1799,Truck,2023-11-23 02:25:00,2023-11-23 02:58:00,47.52,2,40,1,0
1800,Car,2023-05-01 14:31:00,2023-05-01 15:45:00,126.02,1,24,0,1
1801,Truck,2023-12-22 16:58:00,2023-12-22 18:24:00,124.59,4,8,0,2
1802,Car,2023-04-09 19:23:00,2023-04-09 22:57:00,253.37,4,21,0,0
1803,Truck,2023-07-11 23:32:00,2023-07-12 00:20:00,81.17,5,29,0,1
1804,SUV,2023-08-07 06:43:00,2023-08-07 10:43:00,235.59,3,43,1,1
1805,Car,2023-11-16 21:00:00,2023-11-17 00:22:00,389.91,3,21,0,0
1806,Truck,2023-06-09 10:47:00,2023-06-09 13:32:00,106.57,1,3,0,0
1807,SUV,2023-07-09 23:43:00,2023-07-10 02:34:00,212.63,4,31,1,1
1808,Car,2023-11-01 14:41:00,2023-11-01 18:08:00,204.89,5,27,0,0
1809,SUV,2023-10-15 07:44:00,2023-10-15 09:03:00,39.88,1,46,0,2
1810,Bike,2023-02-24 02:47:00,2023-02-24 04:23:00,121.96,3,27,0,0
1811,Bike,2023-01-04 13:11:00,2023-01-04 16:29:00,130.38,4,9,1,0
1812,Car,2023-07-16 16:34:00,2023-07-16 18:47:00,90.92,5,33,0,0
1813,Truck,2023-01-06 23:36:00,2023-01-07 00:06:00,24.81,2,33,0,1
1814,Car,2023-12-14 15:43:00,2023-12-14 16:28:00,46.88,4,26,0,1
1815,SUV,2023-03-21 14:34:00,2023-03-21 16:02:00,131.9,5,28,1,0
1816,Truck,2023-02-21 18:10:00,2023-02-21 21:35:00,297.71,1,44,0,1
1817,Bike,2023-06-16 19:10:00,2023-06-16 20:54:00,148.11,2,43,0,0
1818,Truck,2023-09-17 21:09:00,2023-09-17 23:59:00,189.09,5,31,0,2
1819,Bike,2023-03-26 09:49:00,2023-03-26 11:04:00,87.61,5,1,1,1
1820,Truck,2023-04-12 02:28:00,2023-04-12 02:46:00,14.85,3,20,1,0
1821,Truck,2023-10-23 06:17:00,2023-10-23 06:35:00,10.29,4,12,0,1
1822,Truck,2023-12-07 08:09:00,2023-12-07 10:36:00,237.8,3,17,0,2
1823,SUV,2023-01-22 17:40:00,2023-01-22 18:47:00,34.21,2,15,1,2
1824,SUV,2023-03-12 04:23:00,2023-03-12 06:18:00,69.58,5,34,0,0
1825,Car,2023-04-15 10:56:00,2023-04-15 13:35:00,208.14,3,50,1,1
1826,Car,2023-08-25 11:14:00,2023-08-25 14:54:00,234.79,4,16,1,2
1827,Bike,2023-01-13 09:47:00,2023-01-13 13:43:00,426.68,2,4,1,1
1828,SUV,2023-08-02 09:06:00,2023-08-02 10:29:00,84.77,1,8,0,0
1829,Bike,2023-02-04 05:09:00,2023-02-04 07:09:00,178.65,3,34,1,2
1830,Car,2023-06-24 19:06:00,2023-06-24 20:45:00,87.8,2,46,1,2
1831,Bike,2023-07-03 10:11:00,2023-07-03 11:17:00,102.16,1,25,0,1
1832,Car,2023-03-19 12:23:00,2023-03-19 15:04:00,252.5,3,15,0,2
1833,SUV,2023-08-11 06:00:00,2023-08-11 08:41:00,311.78,2,28,0,0
1834,Truck,2023-07-08 11:06:00,2023-07-08 14:33:00,336.54,2,9,1,0
1835,SUV,2023-09-16 22:24:00,2023-09-17 02:22:00,242.0,3,2,1,2
1836,Bike,2023-10-14 15:07:00,2023-10-14 17:28:00,151.0,2,17,0,0
1837,Bike,2023-03-07 14:33:00,2023-03-07 15:43:00,124.15,5,10,1,2
1838,SUV,2023-07-06 14:20:00,2023-07-06 15:41:00,107.13,3,9,0,2
1839,SUV,2023-06-20 19:48:00,2023-06-20 21:47:00,155.92,2,31,0,2
1840,Car,2023-06-02 11:46:00,2023-06-02 14:23:00,257.46,1,2,0,2
1841,Bike,2023-12-24 16:20:00,2023-12-24 19:47:00,305.13,1,24,0,1
1842,Bike,2023-05-16 12:49:00,2023-05-16 13:51:00,55.23,5,19,0,2
1843,SUV,2023-07-17 03:40:00,2023-07-17 04:59:00,81.09,3,17,1,0
1844,Truck,2023-05-08 21:45:00,2023-05-08 22:09:00,37.71,2,43,1,1
1845,Bike,2023-09-04 06:19:00,2023-09-04 08:26:00,157.83,2,49,0,0
1846,Truck,2023-09-03 02:46:00,2023-09-03 03:30:00,43.09,1,10,1,2
1847,SUV,2023-04-24 12:59:00,2023-04-24 16:29:00,386.81,5,50,1,0
1848,SUV,2023-11-09 10:35:00,2023-11-09 10:56:00,10.96,1,28,0,1
1849,Car,2023-01-08 11:16:00,2023-01-08 12:58:00,65.74,1,38,1,0
1850,Bike,2023-01-22 02:16:00,2023-01-22 04:46:00,235.07,5,48,1,1
1851,Truck,2023-07-13 23:20:00,2023-07-14 01:26:00,112.23,3,28,0,2
1852,Car,2023-12-21 07:30:00,2023-12-21 09:23:00,180.48,2,50,1,2
1853,Bike,2023-02-08 17:33:00,2023-02-08 18:27:00,33.32,3,50,1,0
1854,Car,2023-08-05 12:53:00,2023-08-05 16:30:00,226.16,4,1,1,0
1855,SUV,2023-02-03 13:46:00,2023-02-03 16:59:00,113.75,4,3,1,2
1856,Bike,2023-07-06 13:01:00,2023-07-06 14:17:00,64.34,4,15,1,2
1857,Car,2023-04-07 22:32:00,2023-04-08 00:40:00,110.28,5,10,0,0
1858,Car,2023-01-13 08:40:00,2023-01-13 09:32:00,42.35,1,21,0,2
1859,Truck,2023-08-05 02:17:00,2023-08-05 04:26:00,135.67,3,37,0,1
1860,Car,2023-07-01 03:35:00,2023-07-01 05:35:00,180.85,2,15,0,1
1861,Bike,2023-06-14 04:08:00,2023-06-14 05:10:00,72.39,4,23,0,0
1862,Bike,2023-01-23 22:10:00,2023-01-24 01:37:00,396.07,3,14,1,0
1863,Truck,2023-08-06 19:49:00,2023-08-06 20:47:00,52.22,4,15,1,2
1864,Bike,2023-01-18 00:57:00,2023-01-18 02:18:00,131.67,4,10,0,2
1865,SUV,2023-09-07 18:01:00,2023-09-07 18:40:00,20.76,2,9,0,1
1866,Bike,2023-08-05 20:15:00,2023-08-05 23:30:00,113.23,5,44,0,0
1867,Bike,2023-10-09 06:48:00,2023-10-09 10:43:00,385.62,1,39,1,0
1868,Car,2023-12-12 15:01:00,2023-12-12 18:14:00,348.48,5,5,1,0
1869,Car,2023-07-03 17:26:00,2023-07-03 20:58:00,252.3,3,25,1,0
1870,Bike,2023-06-07 23:59:00,2023-06-08 01:22:00,126.66,5,42,1,1
1871,Truck,2023-01-13 23:55:00,2023-01-14 01:11:00,46.17,3,26,1,1
1872,Car,2023-12-07 00:07:00,2023-12-07 03:54:00,166.84,3,8,1,0
1873,Truck,2023-07-13 10:05:00,2023-07-13 11:04:00,76.9,1,22,0,1
1874,Bike,2023-04-19 19:37:00,2023-04-19 21:46:00,188.84,2,25,1,0
1875,Bike,2023-06-24 20:49:00,2023-06-25 00:49:00,425.96,1,48,0,1
1876,SUV,2023-08-26 15:20:00,2023-08-26 15:56:00,47.41,5,12,0,2
1877,Car,2023-03-24 19:49:00,2023-03-24 21:20:00,101.92,3,9,1,1
1878,Bike,2023-08-06 09:50:00,2023-08-06 10:49:00,112.89,4,10,1,0
1879,SUV,2023-08-21 16:54:00,2023-08-21 17:30:00,67.65,4,48,1,2
1880,Car,2023-04-03 14:35:00,2023-04-03 17:43:00,328.85,3,10,1,0
1881,Bike,2023-12-22 12:31:00,2023-12-22 12:50:00,16.18,1,9,1,2
1882,Bike,2023-12-29 16:53:00,2023-12-29 18:05:00,117.43,2,26,1,2
1883,Car,2023-09-24 01:43:00,2023-09-24 02:03:00,26.78,1,35,1,1
1884,Car,2023-05-25 23:20:00,2023-05-26 01:19:00,182.71,3,27,1,1
1885,Car,2023-11-23 18:23:00,2023-11-23 19:02:00,31.04,3,31,0,2
1886,Bike,2023-10-03 17:18:00,2023-10-03 20:45:00,368.47,2,19,0,2
1887,Bike,2023-07-10 00:50:00,2023-07-10 04:13:00,206.9,5,43,1,2
1888,SUV,2023-10-16 19:49:00,2023-10-16 22:00:00,213.48,5,38,0,0
1889,Truck,2023-12-16 05:08:00,2023-12-16 06:56:00,141.03,2,6,1,1
1890,Car,2023-12-18 05:36:00,2023-12-18 09:09:00,382.3,5,15,0,0
1891,Bike,2023-02-01 22:22:00,2023-02-01 23:18:00,97.55,4,29,0,1
1892,Bike,2023-10-17 15:42:00,2023-10-17 18:05:00,133.63,5,47,1,0
1893,Car,2023-12-17 09:43:00,2023-12-17 10:41:00,67.55,5,45,1,1
1894,Truck,2023-11-03 03:56:00,2023-11-03 05:28:00,102.59,5,5,1,2
1895,Car,2023-09-04 11:03:00,2023-09-04 12:46:00,71.49,4,14,0,2
1896,Truck,2023-04-02 07:03:00,2023-04-02 07:58:00,54.59,5,2,0,1
1897,Bike,2023-08-26 20:37:00,2023-08-26 21:54:00,86.0,4,23,1,2
1898,Truck,2023-09-11 19:29:00,2023-09-11 22:38:00,368.31,2,44,0,2
1899,SUV,2023-12-15 05:04:00,2023-12-15 08:31:00,219.47,1,46,1,0
1900,Bike,2023-01-29 20:23:00,2023-01-29 21:48:00,108.84,2,19,0,1
1901,SUV,2023-02-01 00:34:00,2023-02-01 02:50:00,115.01,1,24,1,2
1902,Car,2023-02-11 13:44:00,2023-02-11 16:07:00,97.33,2,20,0,1
1903,Car,2023-05-25 06:43:00,2023-05-25 10:32:00,355.31,1,47,1,0
1904,Car,2023-08-02 21:26:00,2023-08-02 23:07:00,140.94,1,27,1,1
1905,Truck,2023-02-14 23:00:00,2023-02-15 00:00:00,89.86,3,24,1,0
1906,Bike,2023-10-05 23:16:00,2023-10-06 00:14:00,61.69,1,17,0,0
1907,Car,2023-08-29 20:38:00,2023-08-29 22:17:00,97.52,1,25,1,0
1908,Car,2023-02-14 01:42:00,2023-02-14 03:42:00,161.06,3,46,0,2
1909,Bike,2023-12-16 16:03:00,2023-12-16 16:51:00,82.59,5,31,1,0
1910,Car,2023-01-07 21:58:00,2023-01-07 22:15:00,14.39,5,28,1,1
1911,SUV,2023-05-12 05:09:00,2023-05-12 08:12:00,171.83,3,50,1,1
1912,Bike,2023-10-03 21:38:00,2023-10-04 00:12:00,168.69,4,28,0,2
1913,Bike,2023-09-04 12:29:00,2023-09-04 14:01:00,68.82,1,22,0,2
1914,Bike,2023-07-05 08:42:00,2023-07-05 11:37:00,246.13,1,5,0,0
1915,SUV,2023-05-05 14:05:00,2023-05-05 15:06:00,64.16,3,44,1,0
1916,Bike,2023-06-05 17:37:00,2023-06-05 18:21:00,56.26,3,42,0,0
1917,SUV,2023-02-16 14:12:00,2023-02-16 18:06:00,397.38,4,8,1,2
1918,Bike,2023-09-24 14:00:00,2023-09-24 16:34:00,126.39,5,38,1,2
1919,Truck,2023-11-23 03:54:00,2023-11-23 06:31:00,91.93,2,28,1,1
1920,Car,2023-05-13 07:56:00,2023-05-13 09:08:00,83.13,5,47,1,0
1921,Truck,2023-06-07 20:18:00,2023-06-07 23:20:00,287.41,1,12,1,0
1922,Car,2023-01-28 19:47:00,2023-01-28 23:04:00,293.29,3,25,0,1
1923,SUV,2023-11-27 14:32:00,2023-11-27 14:54:00,39.07,4,38,0,1
1924,Truck,2023-04-22 09:46:00,2023-04-22 11:56:00,111.05,5,44,1,1
1925,Bike,2023-11-06 14:09:00,2023-11-06 14:37:00,18.36,4,15,1,1
1926,Car,2023-12-24 05:30:00,2023-12-24 06:19:00,85.63,5,44,0,0
1927,Car,2023-12-18 06:10:00,2023-12-18 06:31:00,41.71,1,41,1,2
1928,Truck,2023-08-10 04:17:00,2023-08-10 06:45:00,159.47,2,34,1,0
1929,SUV,2023-04-30 15:56:00,2023-04-30 16:30:00,60.73,4,45,1,1
1930,Truck,2023-10-05 13:05:00,2023-10-05 16:09:00,195.31,4,13,1,2
1931,SUV,2023-08-18 20:00:00,2023-08-18 20:23:00,39.45,2,8,0,0
1932,SUV,2023-02-03 01:51:00,2023-02-03 04:04:00,170.82,4,13,1,1
1933,Car,2023-03-15 14:25:00,2023-03-15 16:56:00,87.27,4,36,0,2
1934,Truck,2023-05-26 16:02:00,2023-05-26 18:57:00,268.48,5,6,0,2
1935,Truck,2023-05-07 23:15:00,2023-05-08 01:42:00,214.67,5,38,0,2
1936,SUV,2023-06-21 12:21:00,2023-06-21 14:36:00,241.3,2,32,0,0
1937,Truck,2023-04-09 00:48:00,2023-04-09 02:06:00,73.5,1,21,1,1
1938,Bike,2023-08-29 13:22:00,2023-08-29 16:02:00,101.25,4,44,1,0
1939,Bike,2023-08-26 11:22:00,2023-08-26 13:56:00,251.9,1,44,1,0
1940,Truck,2023-10-19 01:29:00,2023-10-19 05:27:00,147.67,2,49,0,0
1941,Truck,2023-07-12 15:48:00,2023-07-12 16:21:00,65.64,2,7,0,2
1942,SUV,2023-08-18 02:56:00,2023-08-18 05:22:00,175.73,5,26,0,1
1943,Bike,2023-09-02 06:56:00,2023-09-02 09:36:00,130.07,4,15,1,0
1944,Bike,2023-07-08 03:59:00,2023-07-08 06:58:00,328.29,3,49,1,1
1945,Car,2023-07-19 16:31:00,2023-07-19 18:27:00,157.87,2,42,1,2
1946,SUV,2023-02-01 02:37:00,2023-02-01 04:17:00,145.28,4,23,0,0
1947,Car,2023-02-26 17:32:00,2023-02-26 19:55:00,255.57,1,38,0,1
1948,Bike,2023-08-14 19:02:00,2023-08-14 21:29:00,119.23,5,41,1,2
1949,SUV,2023-03-18 00:35:00,2023-03-18 04:08:00,321.25,1,15,0,0
1950,Truck,2023-06-03 23:06:00,2023-06-03 23:33:00,52.88,2,48,0,0
1951,SUV,2023-12-15 04:56:00,2023-12-15 06:43:00,194.56,2,40,1,1
1952,Truck,2023-03-05 06:03:00,2023-03-05 08:16:00,242.66,1,16,0,1
1953,Truck,2023-03-12 08:34:00,2023-03-12 11:06:00,248.68,2,32,0,0
1954,SUV,2023-09-16 19:15:00,2023-09-16 23:04:00,291.72,4,37,1,0
1955,Truck,2023-07-26 02:09:00,2023-07-26 05:08:00,315.12,2,18,0,2
1956,Car,2023-11-16 07:26:00,2023-11-16 09:47:00,149.19,5,20,0,2
1957,Bike,2023-08-31 08:16:00,2023-08-31 12:04:00,221.83,4,46,0,0
1958,Truck,2023-11-04 10:44:00,2023-11-04 13:44:00,108.9,3,2,0,1
1959,Car,2023-08-21 06:34:00,2023-08-21 07:26:00,83.86,2,23,1,1
1960,Truck,2023-04-19 07:37:00,2023-04-19 11:18:00,359.61,2,30,1,0
1961,Bike,2023-08-14 10:17:00,2023-08-14 12:42:00,113.16,5,3,0,2
1962,Car,2023-02-19 15:04:00,2023-02-19 16:21:00,94.38,5,46,1,0
1963,Bike,2023-02-08 06:12:00,2023-02-08 07:43:00,112.52,1,39,1,1
1964,Bike,2023-11-20 04:37:00,2023-11-20 07:11:00,171.42,1,47,1,0
1965,Car,2023-11-01 21:51:00,2023-11-01 23:18:00,46.23,1,49,0,0
1966,Car,2023-11-01 16:21:00,2023-11-01 18:31:00,123.05,5,1,0,2
1967,Car,2023-12-19 07:42:00,2023-12-19 10:19:00,183.78,1,41,1,1
1968,SUV,2023-09-22 16:43:00,2023-09-22 17:14:00,42.19,1,22,1,1
1969,Car,2023-12-23 19:46:00,2023-12-23 22:02:00,163.34,3,29,1,0
1970,Car,2023-07-10 18:08:00,2023-07-10 19:27:00,112.93,1,14,1,1
1971,Car,2023-12-07 01:46:00,2023-12-07 02:18:00,36.81,2,48,0,1
1972,Car,2023-03-28 23:54:00,2023-03-29 01:12:00,128.99,5,28,1,1
1973,Truck,2023-11-23 14:10:00,2023-11-23 15:34:00,125.34,4,21,0,1
1974,SUV,2023-07-04 00:04:00,2023-07-04 01:51:00,175.04,3,45,0,2
1975,Bike,2023-02-21 15:10:00,2023-02-21 18:39:00,302.73,5,32,0,2
1976,Car,2023-03-28 20:22:00,2023-03-28 22:35:00,238.75,5,6,0,2
1977,Truck,2023-07-27 16:25:00,2023-07-27 18:00:00,171.22,2,1,0,2
1978,Truck,2023-09-19 02:16:00,2023-09-19 03:43:00,50.91,1,21,0,2
1979,Truck,2023-07-30 00:21:00,2023-07-30 02:00:00,173.24,2,4,0,1
1980,Bike,2023-10-19 15:44:00,2023-10-19 19:25:00,389.81,1,3,1,0
1981,Car,2023-12-23 06:31:00,2023-12-23 07:01:00,56.76,1,49,0,0
1982,SUV,2023-07-23 16:29:00,2023-07-23 19:29:00,335.31,5,30,1,2
1983,SUV,2023-10-08 14:23:00,2023-10-08 15:48:00,67.18,1,31,1,1
1984,Truck,2023-04-15 04:25:00,2023-04-15 05:10:00,86.58,3,34,1,2
1985,Bike,2023-04-28 07:04:00,2023-04-28 07:45:00,45.03,3,19,1,0
1986,Bike,2023-03-24 04:32:00,2023-03-24 06:54:00,94.06,3,20,1,1
1987,Bike,2023-09-06 23:24:00,2023-09-07 02:51:00,409.99,5,23,0,1
1988,SUV,2023-04-27 12:26:00,2023-04-27 14:35:00,161.98,2,40,0,1
1989,Truck,2023-05-05 15:03:00,2023-05-05 17:57:00,246.99,4,25,1,0
1990,Car,2023-01-30 03:39:00,2023-01-30 07:13:00,344.82,1,15,1,0
1991,SUV,2023-06-22 14:52:00,2023-06-22 18:14:00,201.45,4,38,1,2
1992,Truck,2023-07-29 19:02:00,2023-07-29 22:54:00,302.59,2,23,0,2
1993,Truck,2023-07-20 23:25:00,2023-07-21 02:39:00,163.68,2,2,1,0
1994,Car,2023-06-16 19:43:00,2023-06-16 20:45:00,40.45,5,15,0,2
1995,Car,2023-06-23 08:27:00,2023-06-23 12:24:00,397.59,3,44,0,0
1996,Car,2023-05-05 23:44:00,2023-05-06 03:09:00,294.01,3,35,1,1
1997,Bike,2023-12-18 05:42:00,2023-12-18 06:44:00,32.44,2,10,0,2
1998,Car,2023-07-01 05:46:00,2023-07-01 08:44:00,122.95,5,14,0,0
1999,Truck,2023-06-22 14:34:00,2023-06-22 16:11:00,188.25,5,27,0,0
2000,Car,2023-08-08 01:04:00,2023-08-08 03:23:00,225.26,1,14,1,0
2001,Truck,2023-03-06 00:27:00,2023-03-06 04:17:00,183.86,3,35,1,2
2002,SUV,2023-04-18 08:24:00,2023-04-18 10:24:00,81.51,2,33,1,2
2003,Bike,2023-04-03 00:35:00,2023-04-03 01:40:00,120.79,4,1,1,1
2004,SUV,2023-03-08 16:21:00,2023-03-08 17:45:00,93.46,3,34,1,2
2005,SUV,2023-08-10 20:55:00,2023-08-11 00:44:00,407.15,1,19,1,2
2006,Truck,2023-04-08 03:41:00,2023-04-08 06:38:00,118.58,5,24,1,2
2007,SUV,2023-10-24 07:27:00,2023-10-24 08:32:00,61.93,2,42,1,1
2008,Truck,2023-10-07 21:17:00,2023-10-08 00:25:00,352.73,3,4,0,1
2009,Car,2023-04-29 17:21:00,2023-04-29 17:47:00,39.44,4,36,1,1
2010,Car,2023-12-20 01:16:00,2023-12-20 02:16:00,38.13,1,13,0,2
2011,Truck,2023-06-06 11:54:00,2023-06-06 12:40:00,48.01,1,32,0,0
2012,Car,2023-03-01 11:15:00,2023-03-01 15:15:00,137.03,3,9,1,2
2013,Bike,2023-12-08 09:16:00,2023-12-08 11:23:00,129.08,4,39,0,1
2014,SUV,2023-06-02 18:27:00,2023-06-02 18:49:00,20.48,1,16,0,2
2015,Bike,2023-12-02 11:47:00,2023-12-02 13:55:00,109.78,2,50,1,2
2016,SUV,2023-11-13 11:27:00,2023-11-13 11:53:00,48.46,1,3,0,0
2017,Car,2023-11-26 05:18:00,2023-11-26 06:03:00,52.01,4,20,1,0
2018,Bike,2023-10-27 11:33:00,2023-10-27 14:33:00,249.46,5,10,0,2
2019,Car,2023-06-19 06:03:00,2023-06-19 09:34:00,390.27,5,22,0,1
2020,SUV,2023-03-24 19:13:00,2023-03-24 22:12:00,280.04,3,48,1,2
2021,Truck,2023-11-10 10:36:00,2023-11-10 11:20:00,28.38,4,3,0,2
2022,Truck,2023-10-04 20:27:00,2023-10-04 20:47:00,27.82,1,11,0,2
2023,Bike,2023-10-27 19:42:00,2023-10-27 23:27:00,447.73,1,25,1,1
2024,Car,2023-08-31 00:33:00,2023-08-31 04:01:00,378.46,5,42,1,1
2025,Car,2023-09-28 08:38:00,2023-09-28 12:08:00,134.47,5,48,0,1
2026,Bike,2023-03-18 23:09:00,2023-03-19 01:42:00,301.91,2,8,0,1
2027,Truck,2023-06-25 11:55:00,2023-06-25 14:26:00,240.35,5,9,1,1
2028,SUV,2023-04-30 13:17:00,2023-04-30 16:29:00,305.87,2,15,0,2
2029,Bike,2023-05-24 15:04:00,2023-05-24 16:21:00,77.54,1,32,1,1
